user_name,user_location,user_description,user_followers,user_friends,user_favourites,user_verified,text,hashtags,source,is_retweet,date_only
Wee Blue Ghost,,I'm a wee blue ghost haunting Twitter with Bitcoin price and Naks equivalents and Hex too!,434,81,81,False,"- 
BTC price: $23,622 / Â£19,738 

42.33 Naks per USD
50.66 Naks per GBP

A #Nak is a millionth of a #Bitcoin. 
A #Sat is one hundred millionth.  
If a Sat is a cent, a Nak is a dollar! 
#Bitcoinprice 

01/03/2023  23:37:43 GMT https://t.co/TifT9WUTMK","['Nak', 'Bitcoin', 'Sat', 'Bitcoinprice']",weeblueghost,False,2024-02-13
Gordon@1770 âš¡ï¸ðŸ‡¦ðŸ‡ºâš¡ï¸ðŸ“š,1770 Queensland Australia,Building Regional Communities Australia Lead at @StacksAustralia @digitalplayhs @theschoolofbtc ADV Dip @BlockchainColl2 @clarity_lang crypto1770.btc #Bitcoin,1327,4502,8138,False,"Join the Ordinals Show - the change in #Bitcoin culture is accelerating  

https://t.co/61QhPISyiw",['Bitcoin'],Twitter for iPhone,False,2024-10-25
Bitcoin Price,,Keep up with the latest #Bitcoin prices from #Binance,13,2,0,False,#Bitcoin is currently trading at $23614.26,['Bitcoin'],btc__bot,False,2024-01-19
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1660.95 USD
#Bitcoin 0.07039727 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-09-12
DKEYS HACK,United states,"I am a Professional Hacker, a Private Investigator, I offer hacking and recovery services for all Social Media platforms, Crypto and Mails. #NoFreeServices!!!",370,51,95,False,"Looking for a professional hacker? 
Yâ€™all Message me for any account recovery or hacking #CYBER #security #Coinbase #BitcoinÂ â€¯â€¯â€¯ #BNBÂ â€¯â€¯â€¯ 
DM NOW","['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB']",Twitter for iPhone,False,2024-07-14
Crypto World NFT Adamverse,,"Scopri come diventare un trader NFT, partendo da zero e senza esperienza. #NFT #CRYPTO",115,161,104,False,if your girlfriend is a bit bipolar you can tell her â€œHoney you are like the #Bitcoin candle in Februaryâ€ ðŸ˜‚ðŸ“ˆ https://t.co/okqgPIofCK,['Bitcoin'],Twitter for iPhone,False,2024-06-27
Vivek Agarwal,Decentralized,#bitcoin,576,1257,4920,False,Australian central bank to launch 'live pilot' of CBDC in coming months #Crypto #Bitcoin #Ethereum,"['Crypto', 'Bitcoin', 'Ethereum']",IFTTT,False,2024-05-22
CryptoClick,"New York, NY",Curated Crypto News - One click away!,11699,6611,2,False,ðŸ”¥ Could MATIC Repeat History and Hit $100?â“ Check the post https://t.co/vtRmtswzg2 #bitcoin @tradingview #crypto $btc #btc,"['bitcoin', 'crypto', 'btc']",Make (formerly Integromat),False,2024-03-13
Vivek Agarwal,Decentralized,#bitcoin,576,1257,4920,False,Silvergate stock plunges 31% after delayed filing raises doubts over future #Crypto #Bitcoin #Ethereum,"['Crypto', 'Bitcoin', 'Ethereum']",IFTTT,False,2024-07-07
Bryan ðŸŒ TEACHER ðŸ”® 82Y4N.SWOOSH,,ÎºÏÏÎ¹Î¿Ï‚ á¼¸Î·ÏƒÎ¿á¿¦Ï‚ Î§ÏÎ¹ÏƒÏ„á½¸Ï‚ | Gm â˜•ï¸ | utility maximalist | @onchainmonkey | @coffeejunkienft | 82Y4N.SWOOSH,1055,912,3703,False,Come learn about #Bitcoin #NFTs from the expertsðŸ‘‡ https://t.co/JHJtbd8kQq,"['Bitcoin', 'NFTs']",Twitter for iPhone,False,2024-02-03
NonStop Money TV,"Melbourne, FL",Entrepreneur | Investor | #Bitcoin,133,244,28296,False,@elonmusk This plan better include #Bitcoin @elonmusk,['Bitcoin'],Twitter for iPhone,False,2024-08-22
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.41 USD

#Bitcoin 0.0128 BTC

#Ethereum 0.18207 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-08-23
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1660.94 USD
#Bitcoin 0.07029740558920537 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-05-24
OLS3,,Long support - Stop - Risk management - Structure - MacD - Target - Liquidity,59,48,1687,False,#Bitcoin #cryptocurrencies #altcoins Anon do you see your favorite altcoin in the top 10 altcoins on the next bull run? https://t.co/hOSqiM1Ysu,"['Bitcoin', 'cryptocurrencies', 'altcoins']",Twitter Web App,False,2024-03-31
Trackify | #1 BTC Price Action Bot,Monitoring BTCUSDT...,ðŸ“ˆ| #1 BTC Price Action Bot ðŸ•’| Notifies every 5 minutes,119,1,206,False,"Bitcoin has increased 0.31% in the past 5 minutes!
Started at $23555.27
Ended at $23628.16

#BTC #crypto #bitcoin #cryptocurrency #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #twitter #ltc #binance #finance","['BTC', 'crypto', 'bitcoin', 'cryptocurrency', 'ethereum', 'blockchain', 'eth', 'currency', 'xrp', 'trading', 'price', 'exchange', 'twitter', 'ltc', 'binance', 'finance']",bitcoinpricetracker,False,2024-12-16
BlackHacks,,"Have exclusive Hacking jobs?
DM and Ask for my service.
#email #icloud #facebookdown #imessage #ransomware #snapchat #whatspp #instagram #crypto",634,57,7,False,"Sure For so long I have helped
So Your Condition is not even as critical as those I've Handled
Inbox me, If you still want your Account Back!!!
I'm available 24/7 for all Hacking Services
#Hack #coinbase #Hacking #bitcoin
X!!","['Hack', 'coinbase', 'Hacking', 'bitcoin']",Twitter for Android,False,2024-12-30
Bitcoin Price Ticker,,Tweets the current price of #bitcoin every 5 minutes,122,9,9,False,"1â‚¿ = $23608 2.08%ðŸ“ˆ

Details:
Change: ðŸ“ˆ482.11$
24H Low = $23079ðŸ”»
24H High = $23884ðŸ’¹

#bitcoin #btc","['bitcoin', 'btc']",BitcoinLivePriceTicker,False,2024-04-07
Trump in Crypto,Washington DC,Crypto-savvy Donald Trump sharing insights into the world of digital currency. Stay tuned for the latest from me!,213,31,1,False,#Bitcoin Calm before the storm! ðŸ”¥ðŸ‘‡ https://t.co/ykqqJk5ouV,['Bitcoin'],Make (formerly Integromat),False,2024-06-27
Crypto Flow,,Monitoring day trading timeframe crypto increased activity&order flow. Helping traders get funded to trade crypto with https://t.co/xKUQ6HXlpZ Funded Trader,1030,2,13,False,"#BITCOIN #BTC impulse bar 23575.52 - 23661.17

$BTC Bar close 23624.28

#Crypto short term volatility detection","['BITCOIN', 'BTC', 'Crypto']",Microsoft Power Platform,False,2024-07-16
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",4463,9,24,False,"Daily ðŸš€

#BTC Last $23636

-RSI: 54
-Moving Average(20): 23406
-MA(50): 22679
-MA(200): 19737
-Bollinger B. lower/upper: 21352/25459

#ETH Last $1661

-RSI: 55
-MA(20): 1620
-MA(50): 1599
-MA(200): 1433
-BB: 1496/1745

#Crypto #Bitcoin #Ethereum
(5/16)
461028","['BTC', 'ETH', 'Crypto', 'Bitcoin', 'Ethereum']",vaiotapi,False,2024-05-14
BitcoinAgile,Matter Doesn't Matter,"Bitcoin, Blockchain & Beyond. #bitcoin #blockchain #ethereum #cryptocurrency #crypto #trading #TA $btc $ETH Sharing latest News is Not Financial Advice",66930,14062,10388,False,Stup #bitcoin longo prazo for BITSTAMP:BTCUSD by ForKtheBankss $BTC https://t.co/oP9d8m3QSb https://t.co/WJHz1SBMLz,['bitcoin'],bitcoinagile,False,2024-03-31
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",1809,1,0,False,"BTCUSDT [5m]: Cross Above VWAP

$BTC #BTC #Bitcoin https://t.co/Ukn7y5xUUh","['BTC', 'Bitcoin']",JumpLineAlerts,False,2024-11-29
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",1809,1,0,False,"BTCUSDT [5m]: Upper Bollinger Band Break

$BTC #BTC #Bitcoin https://t.co/6qnw1Vn932","['BTC', 'Bitcoin']",JumpLineAlerts,False,2024-02-04
Bitcoin Cheers,,"I tweet when BTCUSD crosses 100 multiples. #Bitcoin price is not the most important, but it sure is fun during parties. Shots! Cheers! 
ðŸ¥ƒ ðŸ¥ƒ ðŸ§¡  ðŸ§¡",16,0,1,False,"Shot! #HODL
1 BTC = $23600
@ 23-03-01 23:35
#bitcoin","['HODL', 'bitcoin']",Bitcoin Cheers Bot,False,2024-03-09
Cory Boatright,Oklahoma,"https://t.co/Li4CiYznWv ðŸ’µ Investor, Coach â“‚indset â“‚echanics â“‚Money ðŸ‘FREE ðŸ‘‡ TrainingðŸ‘‡ https://t.co/fNBYs0r5lr / https://t.co/o9yJzvqHui",35557,29544,859,False,'Rich Dad Poor Dad' Author Predicts World Economy Collapse: Details https://t.co/08jPwxYsOE #bitcoin,['bitcoin'],Paper.li,False,2024-08-26
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1660.58 USD
#Bitcoin 0.07038323 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-02-10
The Bitcoin Clothing Company,,ðŸ’¥Bitcoin is Change ðŸ”‘Bitcoin is Salvation â˜€ï¸Bitcoin is Hope ðŸ’«Bitcoin is Style ðŸ‘‡Join usðŸ‘‡,664,2260,356,False,"Learn more about The Bitcoin Tour now at https://t.co/1Gt8RUhySx or @CaptainSiddh 

#bitcoin #btc #bitcoins #bitcoinnews #bitcointrading #bitcoinhodler #bitcoinclothing #bitcoinmining #clothing #thebitcointour #blockchain #proofofwork #finance #hardmoney #btfd #bitcoininvestment","['bitcoin', 'btc', 'bitcoins', 'bitcoinnews', 'bitcointrading', 'bitcoinhodler', 'bitcoinclothing', 'bitcoinmining', 'clothing', 'thebitcointour', 'blockchain', 'proofofwork', 'finance', 'hardmoney', 'btfd', 'bitcoininvestment']",Twitter Web App,False,2024-10-02
Trader Jet Telegram Bot,,"The best assistant for #scalping on #Binance with more than 15 modules and #autotrading #ai system.

Have #RU and #EN versions!

Join for free 3 days trial ðŸ‘‡",907,14,300,False,"âœ… #PUMP $RNDR! +1.208% in 15 seconds
Current price: 1.5583$!

 Follow and like for more signals!
87 #ai #cryptocurrency #BUSDÂ #crypto #finance #altcoins #binanceÂ #bitcoin #btc #RNDR https://t.co/8AxhjM7XS6","['PUMP', 'ai', 'cryptocurrency', 'BUSD', 'crypto', 'finance', 'altcoins', 'binance', 'bitcoin', 'btc', 'RNDR']",TwitterLikeRt_Nik,False,2024-07-02
Sam || Summer AU,,Satira Putri,0,1,0,False,#bitcoin fixes this.,['bitcoin'],Twitter Web App,False,2024-10-31
BitValve P2P Crypto Exchange,,"Buy and Sell Crypto for Gift Cards, PayPal, Bank Transfers and many payment methods.",8068,1627,367,False,"From HODL to Shilling: A Guide to Cryptocurrency Slang #bitcoin #blockchain #cryptocurrency #cryptos #cryptoworld #fomo #fud #hodl #slang

https://t.co/Vx7spbZMSM https://t.co/j5EMhTwapP","['bitcoin', 'blockchain', 'cryptocurrency', 'cryptos', 'cryptoworld', 'fomo', 'fud', 'hodl', 'slang']",Blog2Social APP,False,2024-12-09
tictoknextblock,,Real-time bitcoin  insights,284,17,2,False,"ðŸŸ© Block 778888 â› â›

ðŸ“… 1st Mar 2023, 23:34:46 GMT

ðŸ“£ 2,288 tx with a value of 3,110.838 â‚¿ ($73.38m ðŸ‡ºðŸ‡¸)

ðŸ“£ distributed to 5,458 recipients ðŸ’ŽðŸ™Œ

ðŸ“£ 19,305,556.25 â‚¿ (91.93122%) mined â›

ðŸ“£ 1,694,443.75 â‚¿ remaining ðŸ’°

#bitcoin #tictoknextblock","['bitcoin', 'tictoknextblock']",tictoknextblock,False,2024-12-01
AkinHack,United States,Professional Recovery Services | â€¢Crypto | â€¢iCloud ID | â€¢Instagram | Snapchat | DM 247| â€¢Account Recovery | â€¢iMessage | spying | Follow and Inbox Me | â€¢NotFree,197,48,13,False,"Your Condition is not even as critical as those I've Handled
Inbox me, If you still want your Account 
I'm available 24/7 for all Hacking Services.
#Hack #coinbase #Hacking #bitcoin #BEP2","['Hack', 'coinbase', 'Hacking', 'bitcoin', 'BEP2']",Twitter for Android,False,2024-11-28
LiqsRush | Crypto Liquidations Feed,,#Cryptocurrency liquidations feed for perpetual future swaps on the top #crypto exchanges. #BTC #ETH #Altcoins,1184,3,5,False,"ðŸŸ¢ $1.0M Combined #Bitcoin #BTC SHORT LIQUIDATIONS in the Last Minute.
â€¢Bybit: $947.5K
â€¢Huobi: $52.3K
â€¢Binance: $37.2K","['Bitcoin', 'BTC']",CurrencyRushTweetBots,False,2024-02-21
Trader Jet Telegram Bot,,"The best assistant for #scalping on #Binance with more than 15 modules and #autotrading #ai system.

Have #RU and #EN versions!

Join for free 3 days trial ðŸ‘‡",907,14,300,False,"ðŸ©¸ #DUMP $RNDR! -0.799% in 15 seconds
Current price: 1.5397$!

 Follow and like for more signals!
69 #ai #cryptocurrency #BUSDÂ #crypto #finance #altcoins #binanceÂ #bitcoin #btc #RNDR https://t.co/toLhyoeEeI","['DUMP', 'ai', 'cryptocurrency', 'BUSD', 'crypto', 'finance', 'altcoins', 'binance', 'bitcoin', 'btc', 'RNDR']",TwitterLikeRt_Nik,False,2024-01-04
Crypto Talkies - Sentiment Analysis Tool,Global,"Crypto Talkies is a ""Blockchain Data Aggregator"" Mobile Application it helps you to bring crypto information at earliest.
Download: https://t.co/TmUdihefJe",394,119,87,False,Bitcoin mining stocks were mostly lower on Wednesday. #BTC #Bitcoin #CryptoNews #cryptomarket #ChatGPT #openai Sentiment Result : Neutral @crypto_talkies https://t.co/q8fPjyapUI,"['BTC', 'Bitcoin', 'CryptoNews', 'cryptomarket', 'ChatGPT', 'openai']",CryptoTalkies,False,2024-04-16
songjun xie,,ðŸ€Manz-Melzone// Al-ghazaliðŸ€,0,0,0,False,Do you think #Bitcoin has bottomed?,['Bitcoin'],Twitter Web App,False,2024-07-21
Kaspa_and_only_Kaspa,,,132,348,170,False,"$KAS #Kaspa I'll meet you guys there!

#crypto #cryptoworld #cryptocurrency #Bitcoin #Ethereum https://t.co/7pW7RlB9LW","['Kaspa', 'crypto', 'cryptoworld', 'cryptocurrency', 'Bitcoin', 'Ethereum']",Twitter for Android,False,2024-09-21
Queensland_HODL,Straya ðŸ‡¦ðŸ‡ºðŸ¦˜ðŸ¨,"Pleb class 2020. Bear market thriving.
Fiat minimalist. Non-toxic #Bitcoinâš¡. Node-runner. Weekly boating accidents âš¡ðŸ¦ðŸ¦€ðŸš€",1879,4998,73176,False,"In completely unrelated news, I bought more #Bitcoin today https://t.co/ZKEHo0hoxS",['Bitcoin'],Twitter for Android,False,2024-07-15
TerminalProTools,,,22,36,541,False,"Everyone should have the option to use  #bitcoin as a payment. 

No country should step into this type of technology, it is for the people not the governments and peeps in suites. 

#Global","['bitcoin', 'Global']",Twitter for iPhone,False,2024-06-18
Harvinder Bhogal,"London, England","I post Daily Trading Analysis Videos on Bitcoin & Crypto.
ðŸ‘‡ðŸ¼ Learn how to trade Bitcoin - Join my FREE Facebook Group ðŸ‘‡ðŸ¼
https://t.co/wRCrCBUBoL",973,5,539,False,"Still expecting a small bounce down before a strong bounce up..

#Bitcoin #TradingAnalysis #DailyChart #LogChart 01/03/23 21:46

#crypto #ta #charts #cryptocurrency #howtotrade #howtotradecrypto https://t.co/GePRXXSAfY","['Bitcoin', 'TradingAnalysis', 'DailyChart', 'LogChart', 'crypto', 'ta', 'charts', 'cryptocurrency', 'howtotrade', 'howtotradecrypto']",Twitter Web App,False,2024-01-13
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.18 USD

#Bitcoin 0.01282 BTC

#Ethereum 0.18225 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-11-05
Trader Jet Telegram Bot,,"The best assistant for #scalping on #Binance with more than 15 modules and #autotrading #ai system.

Have #RU and #EN versions!

Join for free 3 days trial ðŸ‘‡",907,14,300,False,"âœ… #PUMP $RNDR! +1.596% in 15 seconds
Current price: 1.5595$!

 Follow and like for more signals!
19 #ai #cryptocurrency #BUSDÂ #crypto #finance #altcoins #binanceÂ #bitcoin #btc #RNDR https://t.co/oA3J14Ai46","['PUMP', 'ai', 'cryptocurrency', 'BUSD', 'crypto', 'finance', 'altcoins', 'binance', 'bitcoin', 'btc', 'RNDR']",TwitterLikeRt_Nik,False,2024-02-12
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1658.05 USD
#Bitcoin 0.07031940502586218 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-06-07
Tomâš¡,ðŸ‘‡ Review Bitcoin Products ,"Building with #Bitcoin and Lightning âš¡
Co-founder of Apollo. @apollosats.

Nostr: npub1xqp7ktjtav34zhdvqzdxhm3gvmkak6q9vr60ukvrshxe8xj67wlsvpd8s7",7117,2229,1287,False,"#Bitcoin adoption happens because all it takes is a small number of intolerant virtuous people with skin in the game, in the form of courage, for society to function properly.

This is the minority rule.

Ironically, @nntaleb explains it perfectly.",['Bitcoin'],Twitter Web App,False,2024-07-05
Duncan,ðŸ‡¿ðŸ‡¦,DM'S =SPAM REPORT=BLOCK.....I don't know you and I ain't planing to find out who you are.....so F............off,574,3369,37494,False,"@cryptorebel_SV @alanbwt That's always thre agenda confusing the public
#Btc is a fork of #Bitcoin ""I know they don't like to hear it""
But it's a fact!!!!","['Btc', 'Bitcoin']",Twitter for Android,False,2024-09-06
BlackHacks,,"Have exclusive Hacking jobs?
DM and Ask for my service.
#email #icloud #facebookdown #imessage #ransomware #snapchat #whatspp #instagram #crypto",634,57,7,False,"Your Condition is not even as critical as those I've Handled
Inbox me, If you still want your Account Back!!!
I'm available 24/7 for all Hacking Services
#Hack #coinbase #Hacking #bitcoinÂ #BEP2
X","['Hack', 'coinbase', 'Hacking', 'bitcoin', 'BEP2']",Twitter for Android,False,2024-04-13
Ru âš¡ï¸Ž à¿Š,USA,#Bitcoin | #ð“•ð“²ð“·ð“ªð“·ð“¬ð“® | yourðŸ§Š is melting,1128,1122,5232,False,"When itâ€™s frictionless and convenient, are we gonna miss the tedious lines and irritated bank teller interactions? 

Things i wonder. #Bitcoin",['Bitcoin'],Twitter for iPhone,False,2024-10-25
Aruna,,"- Clean, renewable, inexhaustible and sustainable energy. - Take a tour on Aruna at the link below â¤µï¸",1264,6,11,False,"Aruna ended up at CoinTiger ðŸ”¥

#ARUNAcoin #cryptocurrency #decentralizedfinance
#investing #trading #stockmarket
#finance #wealthmanagement #money #cryptocurrency
#forex #entrepreneur #personalfinance #bitcoin #crypto
#blockchain #altcoins #cryptotrading #hodl #ethereum https://t.co/PMn7oxaSmK","['ARUNAcoin', 'cryptocurrency', 'decentralizedfinance', 'investing', 'trading', 'stockmarket', 'finance', 'wealthmanagement', 'money', 'cryptocurrency', 'forex', 'entrepreneur', 'personalfinance', 'bitcoin', 'crypto', 'blockchain', 'altcoins', 'cryptotrading', 'hodl', 'ethereum']",Twitter for iPhone,False,2024-04-08
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1657.41 USD
#Bitcoin 0.07038693 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-07-20
AkinHack,United States,Professional Recovery Services | â€¢Crypto | â€¢iCloud ID | â€¢Instagram | Snapchat | DM 247| â€¢Account Recovery | â€¢iMessage | spying | Follow and Inbox Me | â€¢NotFree,197,48,13,False,"If you need Help Recovering from Hack and Unauthorised Access.
Account Hack, Wallet Hack, Tiktok, Instagram, Facebook, Bitcoin, Coinbase...#instagram #hack #needhelp #help #craftsmanship #tiktok #socialmedia #bitcoin #coinbase.","['instagram', 'hack', 'needhelp', 'help', 'craftsmanship', 'tiktok', 'socialmedia', 'bitcoin', 'coinbase']",Twitter for Android,False,2024-09-17
ShibaCrypto,,"â€œdonâ€™t trust, verifyâ€ (nÃ£o confie, verifique) ðŸ‘¨â€ðŸ’»",588,1765,311,False,"@nayibbukele  studies the tokenization of companies and the usability of the blockchain for everything in his country, mainly in political transfer. you can be the first to promote an election using blockchain transfer.

#Bitcoin #Ethereum #BONE #Shib #Leash https://t.co/2JxTxXSgek","['Bitcoin', 'Ethereum', 'BONE', 'Shib', 'Leash']",Twitter for Android,False,2024-02-09
Bangun Arya,,"airdrop Indonesia
#BTC #BSC #ETH",185,309,9297,False,"@AirdropStario Good project and hopefully the future projects will be even better

@Rofeq_cok
@Bintang090806
@ARIFSU12345
@ArLut13
@Bambang140200
@guntur180200
@friston131

#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #VoiceAI #Airdropstario","['cryptocurrency', 'Airdrop', 'BSC', 'Bitcoin', 'USDT', 'VoiceAI', 'Airdropstario']",Twitter for Android,False,2024-12-26
Technical Analysis 4 Crypto,,"Technical analysis insights for #trading on #cryptocurrencies every 30 minutes.
Tracking 300+ #Binance #USDT markets. No investment advice.",6423,44,599,False,"Last #cryptomarket technical insights &amp; report âž¡ï¸ https://t.co/iKlWML8qVA
#Binance $USDT markets | Last update on 01/03/2023 @ 11:32pm UTC
#bitcoin #ethereum #cryptocurrencies #cryptotrading #cryptostats #technicalanalysis #trading #tradingtips #tradingsignals","['cryptomarket', 'Binance', 'bitcoin', 'ethereum', 'cryptocurrencies', 'cryptotrading', 'cryptostats', 'technicalanalysis', 'trading', 'tradingtips', 'tradingsignals']",TheCryptoTABot,False,2024-06-28
Cryptocurrency Price Predictions,,"Love CRYPTOðŸ’–
Follow & create a Binance account
Tip me if you like
#BTC #ETH #ADA #SOL #XRP #BNB #DOGE #AVAX #TRX #MATIC #Binance #prediction",4263,1381,1833,False,"BITCOIN PRICE PREDICTION

PRICE : RISEâ¤´ in 60 min.
BUY 0.212 BTC for $23,571.25 apiece on Binance
Target price : $24,042.67
Amount: $4,997

#Bitcoin #BTC #prediction #Binance https://t.co/DQcQIFk92v","['Bitcoin', 'BTC', 'prediction', 'Binance']",Crypto_Arbitrage,False,2024-01-28
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",3378,4710,59714,False,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

ðŸ’œðŸºðŸ’œWOLFðŸºPACKðŸ’œðŸºðŸ’œ https://t.co/LG0sAfUz5s","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False,2024-01-05
Jake Jones,,"Head of Net. Infr. at BA
IPv6 Multicast *
Opinions are my own
Start here: https://t.co/eKNRlfFbIk
Then: https://t.co/svYhnxa9LW
Then: https://t.co/0nkEFCZdBn
Then: https://t.co/BTjtIBmcq2",583,411,17829,False,"Another important thread

#Bitcoin #BitcoinSV #BSV $BSV https://t.co/iHEjswJjDe","['Bitcoin', 'BitcoinSV', 'BSV']",Twitter Web App,False,2024-07-29
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.02 USD

#Bitcoin 0.01282 BTC

#Ethereum 0.18225 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-11-28
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1657.17 USD
#Bitcoin 0.0703212123372424 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-06-04
Francesca,,Agent Francesca-OG ðŸ‡®ðŸ‡¹ italianaâ€¦ people are angry I tell the truth. â™¥ï¸ All things crypto investigation ðŸ•µï¸â€â™€ï¸,638,460,171,False,I want to buy an Ordinal but can't decide which one to start with ðŸ™ˆðŸ¥¹#OrdinalNFTs #delicious #nft #Bitcoin https://t.co/RkaJfl3GOL,"['OrdinalNFTs', 'delicious', 'nft', 'Bitcoin']",Twitter for iPhone,False,2024-01-24
Gazkui -tu,"London, England","The trick, William Potter, is not minding that it hurts",2344,36,106,False,$GRAIL about to pump. BUY NOW #Bitcoin,['Bitcoin'],Twitter for Android,False,2024-04-23
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",3378,4710,59714,False,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

ðŸ’œðŸºðŸ’œWOLFðŸºPACKðŸ’œðŸºðŸ’œ https://t.co/bryJXKmb8G","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False,2024-09-28
